;;;;;Data Destinasi Nasional;;;;;;
No;CODING ACUAN;DEST;SYS-CODE;"3
Code";PROVINSI;KABUPATEN / KOTA;NAMA KAB/KOTA;KECAMATAN;KELURAHAN;kode pos; ZONA 
187;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Barabali;83552;B
188;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Beber;83552;B
189;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Bujak;83552;B
190;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Mantang;83552;B
191;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Mekar Bersatu;83552;B
192;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Pagutan;83552;B
193;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Peresak;83552;B
194;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Selebung;83552;B
195;AMI20300;AMI20301;AMI20301;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang;Tampak Siring;83552;B
196;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Bakan;83554;C
197;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Durian;83554;C
198;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Janapria;83554;C
199;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Jango;83554;C
200;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Kerembong;83554;C
201;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Langko;83554;C
202;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Lekor;83554;C
203;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Loang Maka;83554;C
204;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Pendem;83554;C
205;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Saba;83554;C
206;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Selebung Rembiga;83554;C
207;AMI20300;AMI20302;AMI20302;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Janapria;Setuta;83554;C
208;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Barejulat;83561;B
209;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Batutulis;83561;B
210;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Bonjeruk;83561;B
211;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Bunkate;83561;B
212;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Gemel;83561;B
213;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Jelantik;83561;B
214;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Labulia;83561;B
215;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Nyerot;83561;B
216;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Pengenjek;83561;B
217;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Perina;83561;B
218;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Puyung;83561;B
219;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Sukarara;83561;B
220;AMI20300;AMI20303;AMI20303;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Jonggat;Ubung;83561;B
221;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Aik Bual;83553;C
222;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Bebuak;83553;C
223;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Darmaji;83553;C
224;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Dasan Baru;83553;C
225;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Kopang Rembiga;83553;C
226;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Lendang Are;83553;C
227;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Monggas;83553;C
228;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Montong Gamang;83553;C
229;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Muncan;83553;C
230;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Semparu;83553;C
231;AMI20300;AMI20304;AMI20304;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Kopang;Wajageseng;83553;C
232;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Banyu Urip;83572;C
233;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Batujai;83572;C
234;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Bonder;83572;C
235;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Kateng;83572;C
236;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Mangkung;83572;C
237;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Mekar Sari;83572;C
238;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Penujak;83572;C
239;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Selong Blanak;83572;C
240;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Setanggor;83572;C
241;AMI20300;AMI20305;AMI20305;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat;Tanak Rarang;83572;C
242;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Beleka;83581;C
243;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Bilelando;83581;C
244;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Ganti;83581;C
245;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Kidang;83581;C
246;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Landah;83581;C
247;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Marong;83581;C
248;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Mujur;83581;C
249;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Semoyang;83581;C
250;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Sengkerang;83581;C
251;AMI20300;AMI20306;AMI20306;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Timur;Sukaraja;83581;C
252;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Arjangka;83562;C
253;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Bagu;83562;C
254;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Bilebante;83562;C
255;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Menemeng;83562;C
256;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Murbaya;83562;C
257;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Pemepek;83562;C
258;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Pringarata;83562;C
259;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Sepakek;83562;C
260;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Sintung;83562;C
261;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Sisik;83562;C
262;AMI20300;AMI20307;AMI20307;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pringgarata;Taman Indah;83562;C
263;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Bangket Parak;83573;C
264;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Gapura;83573;C
265;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Kawo;83573;C
266;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Ketara;83573;C
267;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Kuta;83573;C
268;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Mertak;83573;C
269;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Pengembur;83573;C
270;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Pengengat;83573;C
271;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Prabu;83573;C
272;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Rembitan;83573;C
273;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Segala Anyar;83573;C
274;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Sengkol;83573;C
275;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Sukadana;83573;C
276;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Tanak Awu;83573;C
277;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Teruwai;83573;C
278;AMI20300;AMI20308;AMI20308;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Pujut;Tumpak;83573;C
279;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Aik Berik;83550;C
280;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Aik Bukak (Bukaq);83552;C
281;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Karang Sidemen;83550;C
282;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Lantan;83550;C
283;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Mas-Mas;83550;C
284;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Setiling;83550;C
285;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Tanak Beak;83550;C
286;AMI20300;AMI20310;AMI20310;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Batukliang Utara;Teratak;83550;C
287;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Batu Jangkih;83571;C
288;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Darek;83571;C
289;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Kabul;83571;C
290;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Montong Ajan;83571;C
291;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Montong Sapah;83571;C
292;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Pandan Indah;83571;C
293;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Pelambik;83571;C
294;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Ranggagata;83571;C
295;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Serage;83571;C
296;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Teduh;83571;C
297;AMI20300;AMI20311;AMI20311;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Barat Daya;Ungga;83571;C
298;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Batunyala;83582;B
299;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Beraim;83582;B
300;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Dakung;83582;B
301;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Gerantung;83523;B
302;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Jontlak;83513;B
303;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Jurang Jaler;83582;B
304;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Kelebuh;83582;B
305;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Lajut;83582;B
306;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Pejanggik;83582;B
307;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Pengadang;83582;B
308;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Prai Meke;83582;B
309;AMI20300;AMI20312;AMI20312;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Tengah ;Praya Tengah;Sasake;83582;B
310;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Danggen Timur;83618;B
311;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Denggen;83618;B
312;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Jorong;83617;B
313;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Kelayu Selatan;83613;B
314;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Kelayu Utara;83619;B
315;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Kembang Sari;83618;B
316;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Majidi;83619;B
317;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Pancor;83611;B
318;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Rakam;83619;B
319;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Sandubaya;83612;B
320;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Sekarteja;83611;B
321;AMI20400;AMI20400;AMI20400;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Selong;Selong Kota;83619;B
322;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Aik Prapa;83653;C
323;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Aikmel;83653;C
324;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Aikmel Barat;83653;C
325;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Aikmel Timur;83653;C
326;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Aikmel Utara;83653;C
327;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Bagik Nyaka Santri;83653;C
328;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Kalijaga;83653;C
329;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Kalijaga Baru;83653;C
330;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Kalijaga Selatan;83653;C
331;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Kalijaga Tengah;83653;C
332;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Kalijaga Timur;83653;C
333;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Kembang Kerang;83653;C
334;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Kembang Kerang Daya;83653;C
335;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Keroya;83653;C
336;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek;83653;C
337;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek Baru;83653;C
338;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek Daya;83653;C
339;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek Duren;83653;C
340;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek Kali Bambang;83653;C
341;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek Lauk;83653;C
342;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek Pasiraman;83653;C
343;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Lenek Ramban Biak;83653;C
344;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur;Lenek;Sukarema;83653;C
345;AMI20400;AMI20401;AMI20401;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Aikmel;Toya;83653;C
346;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Batu Putik;83673;C
347;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Dane Rase;83673;C
348;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Keruak;83673;C
349;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Ketangga Jeraeng;83673;C
350;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Ketapang Raya;83673;C
351;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Mendana Raya;83673;C
352;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Montong Belae;83673;C
353;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Pijot;83673;C
354;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Pijot Utara;83673;C
355;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Pulau Maringkik;83673;C
356;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Selebung Ketangga;83673;C
357;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Senyiur;83673;C
358;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Sepit;83673;C
359;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Setungkep Lingsar;83673;C
360;AMI20400;AMI20402;AMI20402;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Keruak;Tanjung Luar;83673;C
361;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Danger;83661;B
362;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Kesik;83661;B
363;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Kumbang;83661;B
364;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Lendang Nangka;83661;B
365;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Lendang Nangka Utara;83661;B
366;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Masbagik Selatan;83661;B
367;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Masbagik Timur;83661;B
368;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Masbagik Utara;83661;B
369;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Masbagik Utara Baru;83661;B
370;AMI20400;AMI20403;AMI20403;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Masbagik;Paok Motong;83661;B
371;AMI20400;AMI20404;AMI20404;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Pringgabaya;Anggaraksa;83654;D
372;AMI20400;AMI20404;AMI20404;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Pringgabaya;Apitaik;83654;D
373;AMI20400;AMI20404;AMI20404;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Pringgabaya;Bagik Papan;83654;D
374;AMI20400;AMI20404;AMI20404;AMI;Nusa Tenggara Barat (NTB);Kab.;Lombok Timur ;Pringgabaya;Batuyang;83654;D
