;;;;;Data Destinasi Nasional;;;;;;
No;CODING ACUAN;DEST;SYS-CODE;"3
Code";PROVINSI;KABUPATEN / KOTA;NAMA KAB/KOTA;KECAMATAN;KELURAHAN;kode pos; ZONA 
37628;LBJ10700;LBJ10715;LBJ10715;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Demon Pagong;Kawalelo;86219;C
37629;LBJ10700;LBJ10715;LBJ10715;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Demon Pagong;Lamika;86219;C
37630;LBJ10700;LBJ10715;LBJ10715;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Demon Pagong;Lewokluok;86219;C
37631;LBJ10700;LBJ10715;LBJ10715;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Demon Pagong;Lewomuda;86219;C
37632;LBJ10700;LBJ10715;LBJ10715;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Demon Pagong;Watotika Ile;86219;C
37633;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Baya;86264;C
37634;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Bidara;86264;C
37635;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Hoko Horowura;86264;C
37636;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Horowura;86264;C
37637;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Kenotan;86264;C
37638;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Kokotobo;86264;C
37639;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Lewobele;86264;C
37640;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Lewopao;86264;C
37641;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Lite;86264;C
37642;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Nubalema;86264;C
37643;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Nubalema Dua;86264;C
37644;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Oe Sayang;86262;C
37645;LBJ10700;LBJ10716;LBJ10716;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara Tengah;Wewit;86264;C
37646;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Adonara;86262;C
37647;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Kolilanang;86262;C
37648;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Kolimasang;86262;C
37649;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Kolipetung;86262;C
37650;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Lamahoda;86262;C
37651;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Nisanulan;86262;C
37652;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Sagu;86262;C
37653;LBJ10700;LBJ10717;LBJ10717;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Adonara;Tikatukang;86262;C
37654;LBJ10700;LBJ10718;LBJ10718;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Solor Selatan;Bubu Atagamu;86271;C
37655;LBJ10700;LBJ10718;LBJ10718;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Solor Selatan;Kalike / Kelike;86272;C
37656;LBJ10700;LBJ10718;LBJ10718;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Solor Selatan;Kalike / Kelike Aimatan;86272;C
37657;LBJ10700;LBJ10718;LBJ10718;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Solor Selatan;Kenere;86273;C
37658;LBJ10700;LBJ10718;LBJ10718;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Solor Selatan;Lemanu;86273;C
37659;LBJ10700;LBJ10718;LBJ10718;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Solor Selatan;Lewograran;86273;C
37660;LBJ10700;LBJ10718;LBJ10718;LBJ;Nusa Tenggara Timur (NTT);Kab.;Flores Timur ;Solor Selatan;Sulengwaseng;86273;C
37661;LBJ10800;LBJ10800;LBJ10800;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata;Nubatukan;Bakalerek;86682;B
37662;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Atu Wa'lupang;86692;D
37663;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Atulaleng;86692;D
37664;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Bareng;86692;D
37665;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Bean;86692;D
37666;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Benihading I;86692;D
37667;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Benihading II;86692;D
37668;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Buriwutung;86692;D
37669;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Kalikur;86692;D
37670;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Kalikur WL;86692;D
37671;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Kaohua;86692;D
37672;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Leuburi;86692;D
37673;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Leuwohung;86692;D
37674;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Loyobohor;86692;D
37675;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Mampir;86692;D
37676;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Panama;86692;D
37677;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Roho;86692;D
37678;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Rumang;86692;D
37679;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Tobotani;86692;D
37680;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Tubung Walang;86692;D
37681;LBJ10800;LBJ10801;LBJ10801;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Buyasuri;Umaleu;86692;D
37682;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Aramengi;86691;D
37683;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Balauring;86691;D
37684;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Dolulolong;86691;D
37685;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Hingalamamengi;86691;D
37686;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Hoelea I;86691;D
37687;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Hoelea II;86691;D
37688;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Lebewala;86691;D
37689;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Leubatang;86691;D
37690;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Leudanung;86691;D
37691;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Leuwayang;86691;D
37692;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Mahal I;86691;D
37693;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Mahal II;86691;D
37694;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Meluwiting;86691;D
37695;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Meluwiting I;86691;D
37696;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Nilanapo;86691;D
37697;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Normal;86691;D
37698;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Normal I;86691;D
37699;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Peusawa;86691;D
37700;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Roma;86691;D
37701;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Wailolong;86691;D
37702;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Walang Sawah;86691;D
37703;LBJ10800;LBJ10802;LBJ10802;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Omesuri;Wowong;86691;D
37704;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Atakowa;86681;C
37705;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Banitobo;86681;C
37706;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Baopama (Baopana);86681;C
37707;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Belorebong (Balurebong);86681;C
37708;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Dikesare;86681;C
37709;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Hadakewa;86681;C
37710;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Lamadale;86681;C
37711;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Lamalela;86681;C
37712;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Lamatuka;86681;C
37713;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Lerahinga;86681;C
37714;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Lewoeleng;86681;C
37715;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Lodotodokowa;86681;C
37716;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Merdeka;86681;C
37717;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Seranggorang;86681;C
37718;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Tapobaran;86681;C
37719;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Tapolangu;86681;C
37720;LBJ10800;LBJ10803;LBJ10803;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Lebatukan;Waienga;86681;C
37721;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Amakaka;86683;C
37722;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Beutaran;86683;C
37723;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Bungamuda;86683;C
37724;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Dulitukan;86683;C
37725;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Kolipadan;86683;C
37726;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Kolontobo;86683;C
37727;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Lamawara;86683;C
37728;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Laranwutun;86683;C
37729;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Muruona;86683;C
37730;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Napasabok;86683;C
37731;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Palilolon;86683;C
37732;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Petuntawa;86683;C
37733;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Riangbao;86683;C
37734;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Tagawiti;86683;C
37735;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Tanjung Batu;86683;C
37736;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Waowala;86683;C
37737;LBJ10800;LBJ10804;LBJ10804;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Ile Ape;Watodiri;86683;C
37738;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Bakalerek;86682;B
37739;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Baolangu;86682;B
37740;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Belobatang;86682;B
37741;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Bour;86682;B
37742;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Lewoleba;86611;B
37743;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Lewoleba Barat;86613;B
37744;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Lewoleba Selatan;86682;B
37745;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Lewoleba Tengah;86615;B
37746;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Lewoleba Timur;86616;B
37747;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Lewoleba Utara;86612;B
37748;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Lite Ulu Mado;86616;B
37749;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Nubamado;86682;B
37750;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Pada;86682;B
37751;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Paubokol;86682;B
37752;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Selandoro;86682;B
37753;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Udak Melomata;86682;B
37754;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Waijarang;86682;B
37755;LBJ10800;LBJ10805;LBJ10805;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Nubatukan;Watokobu;86682;B
37756;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Atakore;86685;D
37757;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Dori Pewut;86685;D
37758;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Dulir;86685;D
37759;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Ile Kerbau;86685;D
37760;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Ile Kimok;86685;D
37761;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Katakeja;86685;D
37762;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Lebaata;86685;D
37763;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Lerek;86685;D
37764;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Lewogroma;86685;D
37765;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Lusilame;86685;D
37766;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Nogo Doni;86685;D
37767;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Nuba Atalojo;86685;D
37768;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Nubaboli;86685;D
37769;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Nubahaeraka;86685;D
37770;LBJ10800;LBJ10806;LBJ10806;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Atadei;Tubuk Rajan;86685;D
37771;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Atawai;86684;D
37772;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Babokerong;86684;D
37773;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Baobolak;86684;D
37774;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Belobaja;86684;D
37775;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Boli Bean;86684;D
37776;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Duawutun;86684;D
37777;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Idalolong;86684;D
37778;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Ileboli;86684;D
37779;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Labalimut;86684;D
37780;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Liwulagang;86684;D
37781;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Lolong;86684;D
37782;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Lusiduawutun;86684;D
37783;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Pasir Putih;86684;D
37784;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Penikenek;86684;D
37785;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Ria Bao;86684;D
37786;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Tewaowutung;86684;D
37787;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Warawatung;86684;D
37788;LBJ10800;LBJ10807;LBJ10807;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Naga Wutung;Wuakoreng;86684;D
37789;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Alap Atadei;86686;D
37790;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Ataili;86686;D
37791;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Atakera;86686;D
37792;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Belobao;86686;D
37793;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Imulolong;86686;D
37794;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Lamalera A;86686;D
37795;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Lamalera B;86686;D
37796;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Lelata;86686;D
37797;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Leworaja;86686;D
37798;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Pantai Harapan;86686;D
37799;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Posiwatu;86686;D
37800;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Puor;86686;D
37801;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Puor B;86686;D
37802;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Tapobali;86686;D
37803;LBJ10800;LBJ10808;LBJ10808;LBJ;Nusa Tenggara Timur (NTT);Kab.;Lembata ;Wulandoni;Wulandoni;86686;D
37804;MDC10000;MDC10000;MDC10000;MDC;Sulawesi Utara;Kota;Manado;Manado;Paal Dua;95231;A
37805;MDC10000;MDC10021;MDC10021;MDC;Sulawesi Utara;Kota;Manado;Bunaken;Bailang;95231;C
37806;MDC10000;MDC10021;MDC10021;MDC;Sulawesi Utara;Kota;Manado;Bunaken;Meras;95231;C
37807;MDC10000;MDC10021;MDC10021;MDC;Sulawesi Utara;Kota;Manado;Bunaken;Molas;95231;C
37808;MDC10000;MDC10021;MDC10021;MDC;Sulawesi Utara;Kota;Manado;Bunaken;Pandu;95249;C
37809;MDC10000;MDC10021;MDC10021;MDC;Sulawesi Utara;Kota;Manado;Bunaken;Tongkeina / Tongkaina;95231;C
37810;MDC10000;MDC10022;MDC10022;MDC;Sulawesi Utara;Kota;Manado;Malalayang;Bahu;95115;A
37811;MDC10000;MDC10022;MDC10022;MDC;Sulawesi Utara;Kota;Manado;Malalayang;Batu Kota;95163;A
